start_state,oracle_target,valley_required,random_terminal,random_best_seen,random_steps,random_min_delta,random_downhill_steps,random_regret,greedy_terminal,greedy_best_seen,greedy_steps,greedy_min_delta,greedy_downhill_steps,greedy_regret,beam_terminal,beam_best_seen,beam_steps,beam_min_delta,beam_downhill_steps,beam_regret,lookahead_terminal,lookahead_best_seen,lookahead_steps,lookahead_min_delta,lookahead_downhill_steps,lookahead_regret,oracle_terminal,oracle_best_seen,oracle_steps,oracle_min_delta,oracle_downhill_steps,oracle_regret
4363,12,False,0.0215,0.322539,3,-0.301039,1,1.101129,1.122629,1.122629,3,0.029632,0,0.0,1.122629,1.122629,3,0.029632,0,0.0,1.122629,1.122629,3,0.029632,0,0.0,1.122629,1.122629,3,0.029632,0,0.0
4747,31,False,-0.001058,0.001844,3,-0.011857,2,1.012133,1.011075,1.011075,3,0.011388,0,0.0,1.011075,1.011075,3,0.011388,0,0.0,1.011075,1.011075,3,0.011388,0,0.0,1.011075,1.011075,3,0.011388,0,0.0
4856,12,True,-0.000396,0.0952,3,-0.095596,2,1.1230250000000002,0.001459,0.001459,0,0.0,0,1.12117,1.122629,1.122629,3,-0.002347,1,0.0,1.122629,1.122629,3,-0.002347,1,0.0,1.122629,1.122629,3,-0.002347,1,0.0
5200,22,False,-0.007458,0.006212,3,-0.01367,2,1.016189,1.008731,1.008731,3,0.007613,0,0.0,1.008731,1.008731,3,0.007613,0,0.0,1.008731,1.008731,3,0.007613,0,0.0,1.008731,1.008731,3,0.007613,0,0.0
5450,14,False,-0.004171,0.023324,3,-0.027495000000000002,1,1.106828,1.102657,1.102657,3,0.005999,0,0.0,1.102657,1.102657,3,-0.0011149999999999997,1,0.0,1.102657,1.102657,3,-0.0011149999999999997,1,0.0,1.102657,1.102657,3,-0.0011149999999999997,1,0.0
5663,18,False,-0.004768,0.102554,3,-0.107322,1,1.091927,1.087159,1.087159,3,0.028513,0,0.0,1.087159,1.087159,3,0.01352,0,0.0,1.087159,1.087159,3,0.0012239999999999005,0,0.0,1.087159,1.087159,3,0.0012239999999999005,0,0.0
6219,28,False,0.989308,0.989308,3,0.051181,0,0.024788000000000143,1.014096,1.014096,3,0.030559000000000114,0,0.0,1.014096,1.014096,3,0.030559000000000114,0,0.0,1.014096,1.014096,3,0.051181,0,0.0,1.014096,1.014096,3,0.051181,0,0.0
6245,20,False,-0.022046,0.143179,3,-0.165225,1,1.0406090000000001,1.008731,1.008731,3,0.024921,0,0.009832000000000063,1.018563,1.018563,3,0.024921,0,0.0,1.018563,1.018563,3,0.024921,0,0.0,1.018563,1.018563,3,0.024921,0,0.0
6386,29,False,-0.008844,-0.003158,3,-0.0042549999999998995,2,0.9872449999999999,0.978401,0.978401,3,0.012720999999999982,0,0.0,0.978401,0.978401,3,0.012720999999999982,0,0.0,0.978401,0.978401,3,0.012720999999999982,0,0.0,0.978401,0.978401,3,0.012720999999999982,0,0.0
6818,12,False,-0.00742,0.0016879999999999,3,-0.0144229999999999,1,1.130049,1.122629,1.122629,3,0.013163999999999999,0,0.0,1.122629,1.122629,3,0.013163999999999999,0,0.0,1.122629,1.122629,3,0.013163999999999999,0,0.0,1.122629,1.122629,3,0.013163999999999999,0,0.0
6915,14,False,0.028468,0.449123,3,-0.420655,1,1.074189,1.051531,1.051531,3,0.04424,0,0.051126000000000005,1.102657,1.102657,3,0.04424,0,0.0,1.102657,1.102657,3,0.008810000000000002,0,0.0,1.102657,1.102657,3,0.008810000000000002,0,0.0
7090,18,False,0.025244,0.025244,3,-0.0107520000000001,2,1.061915,1.087159,1.087159,3,0.006017,0,0.0,1.087159,1.087159,3,0.0004819999999999998,0,0.0,1.087159,1.087159,3,0.0004819999999999998,0,0.0,1.087159,1.087159,3,0.0004819999999999998,0,0.0
7174,21,False,0.011159,0.062075,3,-0.039952,2,1.0352480000000002,1.046407,1.046407,3,0.070056,0,0.0,1.046407,1.046407,3,0.070056,0,0.0,1.046407,1.046407,3,0.006368,0,0.0,1.046407,1.046407,3,0.006368,0,0.0
7297,25,False,-0.001428,-0.001428,3,0.0013930000000000001,0,1.050992,1.049564,1.049564,3,0.049295,0,0.0,1.049564,1.049564,3,0.049295,0,0.0,1.049564,1.049564,3,0.049295,0,0.0,1.049564,1.049564,3,0.049295,0,0.0
7364,14,False,-0.001253,0.016309,3,-0.023136,1,1.10391,1.102657,1.102657,3,0.041049,0,0.0,1.102657,1.102657,3,0.041049,0,0.0,1.102657,1.102657,3,0.0037339999999999995,0,0.0,1.102657,1.102657,3,0.0037339999999999995,0,0.0
7530,17,False,0.024203,0.304324,3,-0.280121,1,1.052089,1.076292,1.076292,3,0.011606,0,0.0,1.076292,1.076292,3,0.011606,0,0.0,1.076292,1.076292,3,0.011606,0,0.0,1.076292,1.076292,3,0.011606,0,0.0
7737,12,False,-0.016869,-0.003055,3,-0.013813999999999998,1,1.1394980000000001,1.122629,1.122629,3,0.055102,0,0.0,1.122629,1.122629,3,0.055102,0,0.0,1.122629,1.122629,3,0.055102,0,0.0,1.122629,1.122629,3,0.055102,0,0.0
7993,17,False,0.033423,0.033423,3,-0.00899,1,1.042869,1.076292,1.076292,3,0.04904799999999998,0,0.0,1.076292,1.076292,3,0.04904799999999998,0,0.0,1.076292,1.076292,3,0.052646000000000005,0,0.0,1.076292,1.076292,3,0.052646000000000005,0,0.0
8117,24,False,0.003155,0.137785,3,-0.13864599999999988,1,1.029303,1.032458,1.032458,3,0.15428599999999998,0,0.0,1.032458,1.032458,3,0.082778,0,0.0,1.032458,1.032458,3,0.026552,0,0.0,1.032458,1.032458,3,0.026552,0,0.0
8123,25,False,0.038898,0.038898,3,-0.010849000000000001,1,1.0106659999999998,1.049564,1.049564,3,0.057248,0,0.0,1.049564,1.049564,3,0.057248,0,0.0,1.049564,1.049564,3,0.057248,0,0.0,1.049564,1.049564,3,0.057248,0,0.0
8205,20,False,-0.001974,0.132276,3,-0.13425,1,1.020537,1.018563,1.018563,3,0.00579,0,0.0,1.018563,1.018563,3,0.00579,0,0.0,1.018563,1.018563,3,0.00579,0,0.0,1.018563,1.018563,3,0.00579,0,0.0
8318,14,False,-0.002495,0.063488,3,-0.065983,1,1.105152,1.046407,1.046407,3,0.05204,0,0.05624999999999991,1.102657,1.102657,3,0.05204,0,0.0,1.102657,1.102657,3,0.018749000000000002,0,0.0,1.102657,1.102657,3,0.018749000000000002,0,0.0
8644,31,False,-0.010128,-0.000955,3,-0.01174,2,1.0212029999999999,1.011075,1.011075,3,0.016017,0,0.0,1.011075,1.011075,3,0.016017,0,0.0,1.011075,1.011075,3,0.016017,0,0.0,1.011075,1.011075,3,0.016017,0,0.0
8870,15,False,0.0666549999999999,0.0666549999999999,3,-0.008984,1,1.046747,1.113402,1.113402,3,0.03232,0,0.0,1.113402,1.113402,3,0.03232,0,0.0,1.113402,1.113402,3,0.03232,0,0.0,1.113402,1.113402,3,0.03232,0,0.0
9058,18,False,0.002925,0.016454,3,-0.013529,1,1.084234,1.087159,1.087159,3,0.011212,0,0.0,1.087159,1.087159,3,0.011212,0,0.0,1.087159,1.087159,3,0.011212,0,0.0,1.087159,1.087159,3,0.011212,0,0.0
9116,11,False,0.002672,0.002672,3,0.0009240000000001001,0,0.970708,0.8256549999999999,0.8256549999999999,3,0.020005000000000002,0,0.1477250000000001,0.97338,0.97338,3,0.005089000000000001,0,0.0,0.97338,0.97338,3,0.0041930000000000005,0,0.0,0.97338,0.97338,3,0.0041930000000000005,0,0.0
